0.0 0.2929632769781626
13 discus 0.01690172751797092
13 strategy 0.01690172751797092
13 finding 0.01690172751797092
13 approximable 0.022233628906893576
13 program 0.01690172751797092
13 portion 0.022233628906893576
13 monitoring 0.022233628906893576
13 output 0.022233628906893576
13 using 0.00985333727278511
13 different 0.01690172751797092
13 processing 0.00985333727278511
13 unit 0.022233628906893576
13 eg 0.022233628906893576
13 cpu 0.022233628906893576
13 gpu 0.022233628906893576
13 fpga 0.022233628906893576
13 processor 0.022233628906893576
13 component 0.022233628906893576
13 memory 0.022233628906893576
13 technology 0.013782765147908115
13 so 0.01690172751797092
13 forth 0.022233628906893576
13 well 0.01690172751797092
13 programming 0.022233628906893576
13 framework 0.022233628906893576
13 classify 0.022233628906893576
13 these 0.006237924740125606
13 based 0.00845086375898546
13 on 0.0037882806545984173
13 several 0.013782765147908115
13 key 0.01690172751797092
13 characteristic 0.013782765147908115
13 to 0.01001299693645009
13 emphasize 0.022233628906893576
13 their 0.00985333727278511
13 similarity 0.01690172751797092
13 difference 0.01690172751797092
13 the 0.0018120467024058994
13 aim 0.013782765147908115
13 is 0.007265089298775782
13 provide 0.011569826129048263
13 insight 0.022233628906893576
13 researcher 0.01690172751797092
13 into 0.01690172751797092
13 working 0.022233628906893576
13 inspire 0.022233628906893576
13 more 0.01690172751797092
13 area 0.011569826129048263
13 make 0.01690172751797092
13 mainstream 0.022233628906893576
13 approach 0.00845086375898546
13 future 0.00985333727278511
13 system 0.00985333727278511
13 2016 0.022233628906893576
13 acm 0.022233628906893576
14 sensory 0.06644532776772792
14 perception 0.025255454911910568
14 is 0.010855880561389098
14 a 0.002888671589435703
14 learned 0.03322266388386396
14 trait 0.025255454911910568
14 the 0.005415311984201538
14 brain 0.025255454911910568
14 strategy 0.025255454911910568
14 we 0.01132129850799527
14 use 0.02059493642790868
14 to 0.0037404873613175625
14 perceive 0.03322266388386396
14 world 0.017288245939957175
14 are 0.01132129850799527
14 constantly 0.03322266388386396
14 modified 0.03322266388386396
14 by 0.018642073936007558
14 experience 0.025255454911910568
14 with 0.002888671589435703
14 practice 0.03322266388386396
14 subconsciously 0.03322266388386396
14 become 0.02059493642790868
14 better 0.025255454911910568
14 at 0.025255454911910568
14 identifying 0.02059493642790868
14 familiar 0.03322266388386396
14 object 0.017288245939957175
14 or 0.03457649187991435
14 distinguishing 0.03322266388386396
14 fine 0.03322266388386396
14 detail 0.03322266388386396
14 in 0.0006569932625281451
14 our 0.02059493642790868
14 environment 0.02059493642790868
14 current 0.02059493642790868
14 theoretical 0.025255454911910568
14 model 0.029446755068093432
14 simulate 0.03322266388386396
14 some 0.02059493642790868
14 property 0.025255454911910568
14 of 0.0
14 perceptual 0.06644532776772792
14 learning 0.0046605184840018896
14 but 0.02059493642790868
14 neglect 0.03322266388386396
14 underlying 0.03322266388386396
14 cortical 0.06644532776772792
14 circuit 0.03322266388386396
14 future 0.014723377534046716
14 neural 0.012627727455955284
14 network 0.010855880561389098
14 must 0.025255454911910568
14 incorporate 0.025255454911910568
14 top 0.03322266388386396
14 down 0.03322266388386396
14 alteration 0.03322266388386396
14 function 0.025255454911910568
14 expectation 0.03322266388386396
14 task 0.009321036968003779
14 these 0.009321036968003779
14 newly 0.025255454911910568
14 found 0.025255454911910568
14 dynamic 0.025255454911910568
14 process 0.03322266388386396
14 challenging 0.03322266388386396
14 earlier 0.03322266388386396
14 view 0.017288245939957175
14 static 0.03322266388386396
14 and 0.0
14 feedforward 0.03322266388386396
14 processing 0.014723377534046716
14 information. 0.03322266388386396
15 evolution 0.06218560124536471
15 ha 0.02416856312192574
15 provided 0.0207285337484549
15 a 0.007112672498516212
15 source 0.027267658093360042
15 of 0.0
15 inspiration 0.027267658093360042
15 for 0.0030700226456096976
15 algorithm 0.015300570117289221
15 designer 0.027267658093360042
15 since 0.0207285337484549
15 the 0.0066669642824368
15 birth 0.027267658093360042
15 computer 0.014189409403549756
15 resulting 0.0207285337484549
15 field 0.0207285337484549
15 evolutionary 0.050710173657397786
15 computation 0.0207285337484549
15 been 0.014189409403549756
15 successful 0.016903391219132594
15 in 0.002156921276979193
15 solving 0.027267658093360042
15 engineering 0.0207285337484549
15 task 0.007650285058644611
15 ranging 0.027267658093360042
15 outlook 0.027267658093360042
15 from 0.008910015177743882
15 molecular 0.027267658093360042
15 to 0.009210067936829092
15 astronomical 0.027267658093360042
15 today 0.0207285337484549
15 is 0.008910015177743882
15 entering 0.027267658093360042
15 new 0.02416856312192574
15 phase 0.027267658093360042
15 that 0.013078248689810288
15 take 0.027267658093360042
15 place 0.027267658093360042
15 hardware 0.0207285337484549
15 are 0.00929200915278857
15 developed 0.0207285337484549
15 opening 0.027267658093360042
15 up 0.016903391219132594
15 avenue 0.027267658093360042
15 towards 0.027267658093360042
15 autonomous 0.027267658093360042
15 machine 0.007650285058644611
15 can 0.01036426687422745
15 adapt 0.027267658093360042
15 their 0.01208428156096287
15 environment 0.016903391219132594
15 we 0.00929200915278857
15 discus 0.0207285337484549
15 how 0.01036426687422745
15 compare 0.016903391219132594
15 with 0.0023708908328387373
15 natural 0.0207285337484549
15 and 0.0
15 what 0.027267658093360042
15 it 0.007650285058644611
15 benefit 0.027267658093360042
15 relative 0.027267658093360042
15 other 0.008910015177743882
15 computing 0.0207285337484549
15 approach 0.01036426687422745
15 introduce 0.027267658093360042
15 emerging 0.0207285337484549
15 area 0.014189409403549756
15 artificial 0.01208428156096287
15 physical 0.0207285337484549
15 system 0.01208428156096287
15 2015 0.016903391219132594
15 macmillan 0.0207285337484549
15 publisher 0.0207285337484549
15 limited 0.0207285337484549
15 all 0.016903391219132594
15 right 0.0207285337484549
15 reserved 0.0207285337484549
15  0.014189409403549756
16 natural 0.02312867976143389
16 language 0.09251471904573556
16 processing 0.01348351416275857
16 employ 0.030424965872591206
16 computational 0.03166478730055314
16 technique 0.011564339880716945
16 for 0.006850997903886904
16 the 0.0037194642838857934
16 purpose 0.030424965872591206
16 of 0.0
16 learning 0.004268053769559625
16 understanding 0.018860625991874262
16 and 0.0
16 producing 0.030424965872591206
16 human 0.02312867976143389
16 content 0.030424965872591206
16 early 0.030424965872591206
16 approach 0.011564339880716945
16 to 0.006850997903886904
16 research 0.018860625991874262
16 focused 0.030424965872591206
16 on 0.005183963001029413
16 automating 0.030424965872591206
16 analysis 0.02312867976143389
16 linguistic 0.030424965872591206
16 structure 0.018860625991874262
16 developing 0.030424965872591206
16 basic 0.02312867976143389
16 technology 0.018860625991874262
16 such 0.02312867976143389
16 asmachine 0.030424965872591206
16 translation 0.06084993174518241
16 speech 0.09251471904573556
16 recognition 0.018860625991874262
16 synthesistodays 0.030424965872591206
16 researcher 0.02312867976143389
16 refine 0.030424965872591206
16 make 0.02312867976143389
16 use 0.018860625991874262
16 tool 0.01348351416275857
16 in 0.0012033350282094446
16 real 0.01348351416275857
16 world 0.01583239365027657
16 application 0.01348351416275857
16 creating 0.030424965872591206
16 spoken 0.030424965872591206
16 dialogue 0.030424965872591206
16 system 0.01348351416275857
16 engine 0.030424965872591206
16 mining 0.030424965872591206
16 social 0.030424965872591206
16 medium 0.030424965872591206
16 information 0.030424965872591206
16 about 0.018860625991874262
16 health 0.02312867976143389
16 or 0.01583239365027657
16 finance 0.030424965872591206
16 identifying 0.018860625991874262
16 sentiment 0.030424965872591206
16 emotion 0.030424965872591206
16 toward 0.02312867976143389
16 product 0.030424965872591206
16 serviceswe 0.030424965872591206
16 describe 0.018860625991874262
16 success 0.030424965872591206
16 challenge 0.018860625991874262
16 this 0.0072962861111573185
16 rapidly 0.018860625991874262
16 advancing 0.030424965872591206
16 area. 0.030424965872591206
17 after 0.01841001119679086
17 growing 0.027990122004283052
17 up 0.011412480695720095
17 together 0.013995061002141526
17 and 0.0
17 mostly 0.01841001119679086
17 apart 0.013995061002141526
17 in 0.0014562653207630223
17 the 0.007502104181935252
17 second 0.01841001119679086
17 half 0.01841001119679086
17 of 0.0
17 20th 0.01841001119679086
17 century 0.01841001119679086
17 field 0.006997530501070763
17 artificial 0.008158814302306142
17 intelligence 0.027990122004283052
17 ai 0.01841001119679086
17 cognitive 0.027990122004283052
17 science 0.016317628604612285
17 neuroscience 0.01841001119679086
17 are 0.006273585797424131
17 reconverging 0.01841001119679086
17 on 0.006273585797424131
17 a 0.0016007288425535426
17 shared 0.01841001119679086
17 view 0.009580110807492192
17 computational 0.019160221614984384
17 foundation 0.01841001119679086
17 that 0.013244850583947998
17 promotes 0.01841001119679086
17 valuable 0.01841001119679086
17 cross 0.013995061002141526
17 disciplinary 0.01841001119679086
17 exchange 0.01841001119679086
17 question 0.013995061002141526
17 method 0.006997530501070763
17 result 0.008158814302306142
17 we 0.0031367928987120655
17 chart 0.01841001119679086
17 advance 0.02282496139144019
17 over 0.013995061002141526
17 past 0.013995061002141526
17 several 0.011412480695720095
17 decade 0.01841001119679086
17 address 0.011412480695720095
17 challenge 0.011412480695720095
17 perception 0.013995061002141526
17 action 0.013995061002141526
17 under 0.013995061002141526
17 uncertainty 0.013995061002141526
17 through 0.011412480695720095
17 lens 0.01841001119679086
17 computation 0.02099259150321229
17 include 0.01841001119679086
17 development 0.013995061002141526
17 representation 0.011412480695720095
17 inferential 0.01841001119679086
17 procedure 0.013995061002141526
17 for 0.006218262428687158
17 large 0.011412480695720095
17 scale 0.01841001119679086
17 probabilistic 0.013995061002141526
17 inference 0.01841001119679086
17 machinery 0.01841001119679086
17 enabling 0.01841001119679086
17 reflection 0.01841001119679086
17 decision 0.02282496139144019
17 about 0.011412480695720095
17 tradeoff 0.01841001119679086
17 effort 0.013995061002141526
17 precision 0.01841001119679086
17 timeliness 0.01841001119679086
17 these 0.005165160612842858
17 tool 0.008158814302306142
17 deployed 0.01841001119679086
17 toward 0.013995061002141526
17 goal 0.01841001119679086
17 rationality 0.01841001119679086
17 identifying 0.011412480695720095
17 with 0.003201457685107085
17 highest 0.01841001119679086
17 expected 0.01841001119679086
17 utility 0.01841001119679086
17 while 0.013995061002141526
17 taking 0.01841001119679086
17 into 0.013995061002141526
17 consideration 0.013995061002141526
17 cost 0.011412480695720095
17 complex 0.01841001119679086
17 real 0.008158814302306142
17 world 0.009580110807492192
17 problem 0.011412480695720095
17 which 0.008158814302306142
17 most 0.008158814302306142
17 relevant 0.013995061002141526
17 calculation 0.01841001119679086
17 can 0.006997530501070763
17 only 0.01841001119679086
17 be 0.006997530501070763
17 approximatedwe 0.01841001119679086
17 highlight 0.013995061002141526
17 key 0.013995061002141526
17 concept 0.009580110807492192
17 example 0.01841001119679086
17 show 0.011412480695720095
17 potential 0.01841001119679086
17 interchange 0.01841001119679086
17 between 0.013995061002141526
17 computer 0.009580110807492192
17 science, 0.01841001119679086
17 neuroscience. 0.01841001119679086
18 using 0.003712851725976998
18 concept 0.008719289256674053
18 and 0.0
18 tool 0.007425703451953996
18 of 0.0
18 embodied 0.01675577830664443
18 cognitive 0.02547506756331849
18 science 0.014851406903907991
18 we 0.008564808436483377
18 investigate 0.01675577830664443
18 the 0.006828002067036722
18 implication 0.01675577830664443
18 embedding 0.03351155661328886
18 neural 0.03184383445414811
18 network 0.027375698806981204
18 in 0.0013254124948393884
18 a 0.010198266654877351
18 physical 0.02547506756331849
18 structure 0.010387011415814811
18 body 0.03351155661328886
18 robot 0.02513366745996665
18 provides 0.02547506756331849
18 constraint 0.08377889153322216
18 that 0.02410946714991114
18 can 0.006368766890829622
18 be 0.006368766890829622
18 exploited 0.01675577830664443
18 for 0.003773013338372498
18 learning 0.0023505223658444314
18 show 0.010387011415814811
18 are 0.011419744581977838
18 given 0.012737533781659245
18 by 0.009402089463377726
18 environment 0.020774022831629622
18 object 0.02615786777002216
18 property 0.012737533781659245
18 agent 0.03351155661328886
18 morphology 0.01675577830664443
18 motor 0.01675577830664443
18 system 0.007425703451953996
18 specific 0.012737533781659245
18 way 0.03351155661328886
18 interacting 0.01675577830664443
18 with 0.0043706857092331505
18 argue 0.01675577830664443
18 designing 0.03351155661328886
18 embedded 0.01675577830664443
18 implies 0.01675577830664443
18 understanding 0.010387011415814811
18 these 0.004701044731688863
18 b 0.01675577830664443
18 exploiting 0.01675577830664443
18 them 0.012737533781659245
18 ie 0.01675577830664443
18 such 0.006368766890829622
18 they 0.010387011415814811
18  0.034877157026696214
18 one 0.010387011415814811
18 or 0.008719289256674053
18 other 0.005475139761396241
18 incorporate 0.012737533781659245
18 this 0.008036489049970381
18 turn 0.01675577830664443
18 result 0.007425703451953996
18 cheap 0.01675577830664443
18 simple 0.010387011415814811
18 suited 0.01675577830664443
18 task 0.004701044731688863
18 have 0.006368766890829622
18 real 0.007425703451953996
18 time 0.012737533781659245
18 response 0.01675577830664443
18 moreover 0.01675577830664443
18 based 0.006368766890829622
18 approach 0.006368766890829622
18 new 0.007425703451953996
18 perspective 0.012737533781659245
18 on 0.0028549361454944596
18 two 0.012737533781659245
18 fundamental 0.01675577830664443
18 problem 0.010387011415814811
18 focus 0.012737533781659245
18 attention 0.01675577830664443
18 constancy 0.01675577830664443
18 main 0.012737533781659245
18 argument 0.01675577830664443
18 illustrated 0.01675577830664443
18 series 0.01675577830664443
18 case 0.010387011415814811
18 study 0.010387011415814811
18 simulated 0.01675577830664443
18 mobile 0.01675577830664443
18 controlled 0.01675577830664443
18 hand 0.01675577830664443
18 designed 0.01675577830664443
18 well 0.012737533781659245
18 evolved 0.01675577830664443
18 networksusing 0.008377889153322216
18 robots 0.008377889153322216
18 as 0.01675577830664443
18 networks. 0.008377889153322216
